Bandit,Reward,Algorithm
1,2.7284226998948498,EpsilonGreedyBandit
0,0.575729705690505,EpsilonGreedyBandit
1,3.6907458446464334,EpsilonGreedyBandit
0,1.7592893309450481,EpsilonGreedyBandit
1,2.056346301587833,EpsilonGreedyBandit
1,1.1408555829298708,EpsilonGreedyBandit
0,-0.05383320664775937,EpsilonGreedyBandit
1,2.9154392519692127,EpsilonGreedyBandit
1,2.4782664000898884,EpsilonGreedyBandit
3,3.331624498145082,EpsilonGreedyBandit
1,2.2343556395750395,EpsilonGreedyBandit
3,3.1306975609237875,EpsilonGreedyBandit
1,2.2421236747926727,EpsilonGreedyBandit
0,-0.23878114761957847,EpsilonGreedyBandit
2,2.9193448030610036,EpsilonGreedyBandit
1,0.6807111735995786,EpsilonGreedyBandit
3,3.7876572601515512,EpsilonGreedyBandit
3,5.839060044707376,EpsilonGreedyBandit
1,2.7735851509610114,EpsilonGreedyBandit
3,4.300677507509726,EpsilonGreedyBandit
1,4.024773137246875,EpsilonGreedyBandit
3,5.118641812114587,EpsilonGreedyBandit
3,4.155864631453196,EpsilonGreedyBandit
3,4.697811500574064,EpsilonGreedyBandit
1,2.4199725166942723,EpsilonGreedyBandit
2,3.084171188260345,EpsilonGreedyBandit
0,2.5415689238587285,EpsilonGreedyBandit
2,1.5890475015395624,EpsilonGreedyBandit
2,2.379901774017675,EpsilonGreedyBandit
0,-0.7036765598216834,EpsilonGreedyBandit
1,3.574445279382468,EpsilonGreedyBandit
1,2.4590963615240122,EpsilonGreedyBandit
2,3.375658990529365,EpsilonGreedyBandit
0,2.6822841869004375,EpsilonGreedyBandit
0,0.35212123561289144,EpsilonGreedyBandit
0,3.1406437348459386,EpsilonGreedyBandit
2,3.3732320999924816,EpsilonGreedyBandit
3,5.535875156013725,EpsilonGreedyBandit
1,2.648370993060645,EpsilonGreedyBandit
1,1.2936699680120225,EpsilonGreedyBandit
3,6.564116671738481,EpsilonGreedyBandit
3,3.8627967539983157,EpsilonGreedyBandit
0,0.29393652403327664,EpsilonGreedyBandit
0,1.0945850986416712,EpsilonGreedyBandit
3,3.321928503991564,EpsilonGreedyBandit
1,2.1506122021710086,EpsilonGreedyBandit
3,4.8706197867032035,EpsilonGreedyBandit
1,0.2004009904000712,EpsilonGreedyBandit
0,-0.2041259557120465,EpsilonGreedyBandit
1,2.288912716291503,EpsilonGreedyBandit
0,-0.0336652033754401,EpsilonGreedyBandit
3,4.393462549102262,EpsilonGreedyBandit
